Fam_ID,Membership,ID,TGLA227_1,TGLA227_2,BM2113_1,BM2113_2,TGLA53_1,TGLA53_2,ETH10_1,ETH10_2,SPS115_1,SPS115_2,TGLA126_1,TGLA126_2,TGLA122_1,TGLA122_2,INRA23_1,INRA23_2,ETH3_1,ETH3_2,ETH225_1,ETH225_2,BM1824_1,BM1824_2
Fam_001,F,Fam_001_F,77.10,92.98,122.71,132.25,158.32,166.57,216.63,216.63,243.69,243.69,116.77,116.77,142.11,173.38,206.11,211.83,114.35,114.35,134.96,145.34,189.83,189.83
Fam_001,C,Fam_001_C,76.94,79.19,122.34,122.34,166.10,183.93,210.84,216.52,243.66,245.68,116.55,118.57,172.98,172.98,206.95,208.94,113.84,113.84,134.56,142.88,179.29,189.66
Fam_001,M,Fam_001_M,79.61,99.65,122.82,124.70,168.55,184.46,211.02,216.64,245.72,247.64,118.96,121.05,153.90,173.38,196.73,208.05,114.35,114.35,143.39,143.39,179.60,183.71
Fam_002,F,Fam_002_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_002,C,Fam_002_C,93.28,95.45,122.98,124.87,152.35,156.53,216.81,220.49,243.76,243.76,119.01,125.39,149.53,162.84,204.37,206.26,114.55,114.55,135.25,143.81,183.78,189.94
Fam_002,M,Fam_002_M,84.26,95.42,122.76,124.64,156.34,156.34,215.78,216.73,243.75,243.75,118.92,125.19,149.50,162.79,206.24,210.05,114.24,114.24,134.91,143.44,183.82,183.82
Fam_003,F,Fam_003_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_003,C,Fam_003_C,84.42,105.92,132.48,136.54,160.63,166.72,211.06,214.86,243.77,247.58,119.13,123.31,135.57,165.05,208.17,211.96,114.56,123.10,143.69,143.69,183.83,190.01
Fam_003,M,Fam_003_M,99.40,105.70,122.75,132.31,156.24,160.34,210.81,214.60,242.52,243.50,123.09,123.09,142.17,164.77,205.94,207.89,122.86,122.86,143.31,147.73,183.51,189.64
Fam_004,F,Fam_004_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_004,C,Fam_004_C,84.42,84.42,132.59,136.43,156.42,160.53,207.27,216.75,243.77,247.58,119.13,125.30,135.57,165.05,206.28,211.96,114.56,127.30,143.81,143.81,181.69,189.91
Fam_004,M,Fam_004_M,84.29,99.76,124.74,132.40,156.45,166.70,216.80,216.80,247.58,249.58,118.89,118.89,142.29,164.97,200.55,206.14,124.97,127.16,143.73,147.92,188.97,189.86
Fam_005,F,Fam_005_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_005,C,Fam_005_C,84.24,95.36,132.30,136.27,156.36,166.60,210.90,216.61,243.80,247.57,118.96,118.96,149.42,162.79,204.32,211.88,112.10,114.21,134.80,143.41,179.69,181.79
Fam_005,M,Fam_005_M,81.69,95.18,122.69,132.32,156.22,160.35,216.57,216.57,243.47,247.31,116.77,118.85,149.35,149.35,204.02,204.02,112.28,114.35,134.94,134.94,179.46,189.70
Fam_006,F,Fam_006_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_006,C,Fam_006_C,93.15,93.15,124.65,124.65,152.10,166.62,216.69,220.43,243.75,251.49,118.94,118.94,142.13,149.31,200.69,204.31,122.61,124.75,145.38,145.38,181.84,190.00
Fam_006,M,Fam_006_M,77.09,92.78,124.47,124.47,158.02,166.20,216.50,216.50,249.28,251.25,118.74,118.74,141.81,141.81,200.55,211.86,118.26,122.45,134.76,145.26,181.36,181.36
Fam_007,F,Fam_007_F,81.98,91.02,132.56,132.56,160.68,166.86,216.86,216.86,243.93,255.51,118.99,125.40,142.43,147.36,204.26,211.95,112.42,123.03,145.84,145.84,181.79,183.87
Fam_007,C,Fam_007_C,93.17,99.59,122.81,126.53,160.51,166.58,216.63,216.63,243.59,247.48,116.83,125.22,142.18,173.40,200.67,211.91,122.71,124.92,139.00,145.59,181.71,181.71
Fam_007,M,Fam_007_M,92.01,99.48,122.87,122.87,160.51,166.60,214.75,214.75,243.72,247.61,116.77,118.86,149.43,162.75,200.67,211.95,118.56,124.99,143.43,145.70,179.68,181.75
Fam_008,F,Fam_008_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_008,C,Fam_008_C,99.78,99.78,123.00,136.44,158.62,160.63,207.32,220.59,243.84,247.63,123.20,125.29,151.77,162.92,206.23,211.97,114.53,114.53,135.28,143.81,183.94,189.97
Fam_008,M,Fam_008_M,81.59,99.44,126.45,136.16,158.21,166.47,216.52,220.33,243.59,255.34,118.91,123.04,146.89,151.39,206.05,211.79,114.18,114.18,134.75,145.22,187.72,189.79
Fam_009,F,Fam_009_F,99.20,99.20,122.44,135.99,162.20,166.30,214.61,216.53,243.66,243.66,116.65,116.65,162.49,162.49,196.83,200.55,124.52,124.52,143.17,145.20,179.46,181.51
Fam_009,C,Fam_009_C,93.25,99.89,122.87,122.87,156.65,162.84,214.87,218.62,243.88,243.88,117.05,119.15,142.41,163.04,200.77,200.77,114.47,125.09,139.23,143.66,179.80,190.13
Fam_009,M,Fam_009_M,84.33,93.19,122.80,132.49,156.47,166.77,216.65,218.54,243.71,243.71,119.05,119.05,142.41,162.82,198.72,200.59,112.44,114.60,139.35,145.92,183.74,189.87
Fam_010,F,Fam_010_F,99.20,99.20,122.44,135.99,162.20,166.30,214.61,216.53,243.66,243.66,116.65,116.65,162.49,162.49,196.83,200.55,124.52,124.52,143.17,145.20,179.46,181.51
Fam_010,C,Fam_010_C,84.41,99.67,132.41,136.40,152.35,166.65,211.02,216.64,243.63,247.37,118.94,125.16,135.53,142.33,206.11,211.83,114.54,125.16,135.32,145.88,183.78,189.80
Fam_010,M,Fam_010_M,99.79,99.79,124.90,132.57,152.49,158.75,216.73,216.73,243.84,243.84,117.03,119.11,142.37,173.70,208.26,212.06,125.10,125.10,145.74,145.74,190.13,190.13
Fam_011,F,Fam_011_F,99.20,99.20,122.44,135.99,162.20,166.30,214.61,216.53,243.66,243.66,116.65,116.65,162.49,162.49,196.83,200.55,124.52,124.52,143.17,145.20,179.46,181.51
Fam_011,C,Fam_011_C,84.55,99.90,132.62,136.52,152.49,166.85,211.13,216.81,243.92,247.70,119.17,125.40,135.60,142.41,206.33,212.10,114.58,125.20,135.19,145.81,184.06,190.20
Fam_011,M,Fam_011_M,99.79,99.79,124.90,132.57,152.49,158.75,216.73,216.73,243.84,243.84,117.03,119.11,142.37,173.70,208.26,212.06,125.10,125.10,145.74,145.74,190.13,190.13
Fam_012,F,Fam_012_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_012,C,Fam_012_C,99.79,105.98,124.85,132.50,156.61,160.82,207.29,214.88,243.82,249.63,117.00,123.34,142.40,147.28,200.77,208.25,114.50,114.50,135.17,145.69,179.88,181.95
Fam_012,M,Fam_012_M,84.02,105.68,124.59,132.18,156.22,166.50,214.64,216.53,243.58,249.39,116.67,116.67,142.09,149.26,207.94,211.71,114.20,114.20,134.85,145.43,179.50,179.50
Fam_013,F,Fam_013_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_013,C,Fam_013_C,84.31,88.78,122.97,134.56,160.81,166.88,211.10,216.76,243.79,247.56,119.15,125.29,135.59,142.41,204.40,206.31,112.38,114.56,135.18,145.81,184.02,184.02
Fam_013,M,Fam_013_M,88.79,93.28,134.38,136.31,160.63,184.59,217.02,217.02,244.21,244.21,118.97,125.25,142.33,149.53,200.61,204.36,112.34,114.41,145.76,147.88,181.75,183.78
Fam_014,F,Fam_014_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_014,C,Fam_014_C,84.31,93.27,124.62,136.17,158.42,160.41,207.22,214.75,247.66,247.66,116.83,125.13,135.34,151.65,208.20,212.01,114.22,124.82,134.82,147.58,181.81,190.03
Fam_014,M,Fam_014_M,83.68,92.57,124.33,124.33,151.68,157.90,214.36,220.00,243.24,247.14,116.50,116.50,151.09,151.09,207.93,207.93,113.89,124.42,134.65,147.41,179.23,189.51
Fam_015,F,Fam_015_F,81.98,91.02,132.56,132.56,160.68,166.86,216.86,216.86,243.93,255.51,118.99,125.40,142.43,147.36,204.26,211.95,112.42,123.03,145.84,145.84,181.79,183.87
Fam_015,C,Fam_015_C,81.96,84.30,132.33,132.33,160.51,160.51,216.65,216.65,243.85,243.85,119.02,125.43,147.17,149.43,204.33,206.25,112.19,124.83,145.36,147.62,181.80,183.96
Fam_015,M,Fam_015_M,84.49,100.11,132.69,132.69,156.88,161.02,217.03,218.84,244.02,244.02,119.13,119.13,149.87,173.77,204.36,206.28,118.91,125.20,139.26,148.09,183.98,190.16
Fam_016,F,Fam_016_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_016,C,Fam_016_C,100.11,100.11,123.28,136.77,158.84,160.92,207.67,220.76,243.94,247.73,123.28,125.36,152.07,163.10,206.27,212.00,114.92,114.92,135.71,144.33,183.86,190.06
Fam_016,M,Fam_016_M,81.59,99.44,126.45,136.16,158.21,166.47,215.60,220.33,243.59,254.30,118.91,123.04,146.89,151.39,206.05,211.79,114.18,134.75,145.22,145.22,188.96,189.79
Fam_017,F,Fam_017_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_017,C,Fam_017_C,91.03,99.75,124.98,138.52,158.57,160.71,216.78,216.78,247.53,251.32,116.85,123.21,149.74,162.94,208.00,211.78,114.74,125.34,144.06,146.18,189.82,189.82
Fam_017,M,Fam_017_M,99.17,99.17,124.38,131.94,157.93,184.01,216.43,216.43,242.49,251.20,116.65,118.70,149.00,162.40,207.92,207.92,113.94,124.58,142.89,145.11,189.67,189.67
Fam_018,F,Fam_018_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_018,C,Fam_018_C,88.57,90.90,132.03,132.03,156.13,158.24,207.09,216.55,243.77,247.61,123.15,123.15,146.99,162.69,200.51,200.51,114.00,124.63,134.52,143.12,189.86,189.86
Fam_018,M,Fam_018_M,88.60,99.63,132.33,134.35,158.42,166.59,215.75,216.64,243.60,243.60,116.90,123.17,142.28,162.84,198.55,200.45,114.36,114.36,135.06,145.42,189.02,189.93
Fam_019,F,Fam_019_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_019,C,Fam_019_C,81.57,90.72,124.35,124.35,152.04,166.45,152.04,166.45,243.75,243.75,116.79,116.79,139.36,142.00,204.33,208.06,113.92,113.92,142.96,145.11,189.96,189.96
Fam_019,M,Fam_019_M,90.92,93.03,124.62,134.17,158.36,166.57,210.95,216.54,243.52,253.17,116.68,118.80,139.63,162.73,204.18,207.94,114.35,114.35,143.43,143.43,181.60,189.79
Fam_020,F,Fam_020_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_020,C,Fam_020_C,91.08,99.87,123.14,123.14,160.70,166.73,207.38,214.88,247.46,251.45,119.05,125.25,135.66,173.39,204.19,211.80,114.86,123.25,135.54,146.09,179.43,183.73
Fam_020,M,Fam_020_M,81.46,90.37,122.44,136.03,160.20,160.20,213.66,214.50,242.59,251.36,118.72,118.72,164.67,173.13,200.46,204.18,122.34,126.67,145.11,155.26,179.41,183.56
Fam_021,F,Fam_021_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_021,C,Fam_021_C,84.29,99.75,123.05,136.60,152.48,166.78,211.20,216.85,243.73,249.51,123.17,125.29,135.64,142.55,204.32,211.86,114.72,114.72,135.52,146.09,183.66,183.66
Fam_021,M,Fam_021_M,81.44,99.09,121.53,136.13,151.76,157.99,215.55,216.48,242.64,249.42,122.97,125.09,141.81,164.58,204.28,204.28,114.00,114.00,145.15,145.15,183.52,183.52
Fam_022,F,Fam_022_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_022,C,Fam_022_C,100.00,106.13,123.39,132.85,158.94,167.14,211.32,216.98,243.92,247.63,119.10,125.48,142.77,163.12,211.97,211.97,114.95,114.95,135.80,156.08,181.73,181.73
Fam_022,M,Fam_022_M,99.87,105.99,132.63,132.63,158.69,166.81,216.93,220.61,243.83,243.83,119.02,125.38,135.63,142.60,208.13,211.92,114.81,119.02,146.05,155.80,181.60,183.66
Fam_023,F,Fam_023_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_023,C,Fam_023_C,82.37,100.11,125.15,132.85,152.92,161.03,211.35,216.98,243.87,243.87,116.97,119.03,142.83,186.01,204.32,211.89,114.80,123.30,135.68,148.57,179.69,189.98
Fam_023,M,Fam_023_M,100.00,100.00,132.73,132.73,160.93,174.93,211.27,216.97,243.96,247.81,116.92,118.99,151.97,186.08,208.21,211.93,123.15,125.24,143.87,148.31,179.68,181.82
Fam_024,F,Fam_024_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_024,C,Fam_024_C,82.38,100.11,125.11,132.84,152.92,161.03,211.29,216.94,243.93,243.93,116.91,119.09,142.83,185.96,204.34,211.94,114.84,123.25,135.79,148.57,179.62,189.94
Fam_024,M,Fam_024_M,100.00,100.00,132.73,132.73,160.93,174.93,211.27,216.97,243.96,247.81,116.92,118.99,151.97,186.08,208.21,211.93,123.15,125.24,143.87,148.31,179.68,181.82
Fam_025,F,Fam_025_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_025,C,Fam_025_C,84.14,88.66,122.83,136.37,160.67,160.67,207.27,216.67,247.36,251.29,116.83,125.17,135.45,144.70,200.53,211.81,114.51,114.51,135.11,143.69,181.71,183.76
Fam_025,M,Fam_025_M,88.51,99.52,136.25,136.25,152.18,160.57,216.58,216.58,243.59,251.31,116.78,116.78,144.50,149.38,200.42,207.97,114.46,114.46,143.50,147.63,179.56,183.69
Fam_026,F,Fam_026_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_026,C,Fam_026_C,91.02,99.76,132.38,138.30,156.44,174.63,207.22,216.72,243.67,247.46,123.20,125.37,147.19,165.04,211.75,212.72,114.60,114.60,135.04,145.53,181.75,181.75
Fam_026,M,Fam_026_M,99.52,99.52,122.71,132.22,166.51,174.50,214.70,216.51,243.58,243.58,116.79,123.05,164.95,173.40,211.71,212.67,114.35,114.35,134.97,143.57,179.45,181.52
Fam_027,F,Fam_027_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_027,C,Fam_027_C,84.14,99.63,132.35,132.35,160.69,160.69,207.32,211.09,243.62,243.62,123.16,125.21,149.61,151.85,208.08,211.85,114.44,122.93,143.54,145.61,183.85,189.97
Fam_027,M,Fam_027_M,83.98,99.53,132.23,136.24,160.45,184.46,207.29,211.04,243.67,245.61,123.08,125.21,137.50,151.56,208.04,211.79,122.74,127.01,143.44,145.59,183.69,183.69
Fam_028,F,Fam_028_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_028,C,Fam_028_C,81.90,90.99,132.36,132.36,158.48,160.68,214.78,216.70,243.68,243.68,118.95,125.34,142.29,147.22,211.80,211.80,114.50,125.11,143.56,145.58,179.61,189.90
Fam_028,M,Fam_028_M,82.00,82.00,132.44,134.42,158.56,166.81,210.17,213.89,242.68,242.68,118.97,118.97,142.37,142.37,211.81,211.81,114.55,125.03,143.54,145.61,178.74,179.63
Fam_029,F,Fam_029_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_029,C,Fam_029_C,88.43,99.53,130.25,136.18,160.45,166.53,210.98,216.63,243.62,247.41,123.06,125.15,162.78,173.42,200.52,206.06,114.42,114.42,134.94,147.66,181.74,183.77
Fam_029,M,Fam_029_M,88.05,105.39,130.07,132.06,157.85,160.10,216.42,216.42,242.49,243.45,122.96,122.96,141.75,173.03,200.38,207.96,114.01,124.63,145.16,147.36,181.37,181.37
Fam_030,F,Fam_030_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_030,C,Fam_030_C,84.02,90.88,122.77,138.21,158.40,160.56,207.20,222.25,243.65,247.44,125.19,125.19,135.40,149.38,211.79,212.74,106.19,124.97,145.43,145.43,189.87,189.87
Fam_030,M,Fam_030_M,76.98,83.72,122.58,134.15,158.10,158.10,216.52,222.23,243.68,243.68,116.75,124.99,135.04,164.68,204.28,211.94,105.75,114.00,140.86,145.22,179.49,189.77
Fam_031,F,Fam_031_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_031,C,Fam_031_C,92.98,99.53,134.27,136.29,152.13,174.48,216.51,220.28,243.57,251.25,116.81,116.81,142.22,149.38,204.18,204.18,114.42,125.04,135.06,155.52,181.58,189.76
Fam_031,M,Fam_031_M,83.70,99.19,134.13,134.13,166.16,174.10,210.76,216.48,247.42,251.31,116.65,118.75,141.73,141.73,204.30,211.88,113.98,124.63,143.15,155.26,181.47,189.71
Fam_032,F,Fam_032_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_032,C,Fam_032_C,81.56,92.86,122.36,136.08,151.99,151.99,216.59,220.35,243.63,243.63,116.72,116.72,149.26,151.53,204.17,204.17,114.24,118.56,145.32,145.32,189.76,189.76
Fam_032,M,Fam_032_M,92.88,99.41,122.53,134.18,152.06,184.39,214.71,216.53,242.63,243.61,116.74,122.98,142.04,151.46,204.18,211.70,118.63,122.76,145.45,145.45,189.82,189.82
Fam_033,F,Fam_033_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_033,C,Fam_033_C,90.46,99.28,122.53,135.98,160.23,164.32,207.12,220.30,243.50,247.19,122.98,124.89,135.18,173.21,196.57,205.93,114.26,124.89,134.71,155.42,181.43,189.64
Fam_033,M,Fam_033_M,90.49,99.29,132.07,136.01,164.20,184.08,216.48,220.33,243.73,255.40,116.62,122.93,141.87,173.11,196.84,200.56,124.47,124.47,147.37,155.27,189.74,189.74
Fam_034,F,Fam_034_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_034,C,Fam_034_C,92.75,92.75,124.43,132.07,152.06,160.23,216.51,220.29,243.47,243.47,116.67,118.80,142.04,149.37,203.99,207.87,114.33,124.89,145.33,145.33,181.43,189.64
Fam_034,M,Fam_034_M,92.86,92.86,132.10,132.10,160.33,166.46,216.52,216.52,243.55,243.55,116.71,116.71,149.39,151.41,204.05,204.05,114.24,114.24,145.24,145.24,181.50,181.50
Fam_035,F,Fam_035_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_035,C,Fam_035_C,92.60,92.60,122.44,124.36,151.82,158.13,214.53,216.38,243.38,249.17,116.58,120.74,144.26,149.11,200.22,207.80,114.23,126.98,134.81,145.28,183.35,189.49
Fam_035,M,Fam_035_M,83.82,92.84,122.40,131.99,158.20,158.20,213.65,219.33,242.53,248.36,120.78,125.00,144.02,164.66,200.46,211.79,113.94,126.64,145.22,147.39,180.60,183.52
Fam_036,F,Fam_036_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_036,C,Fam_036_C,88.36,99.41,136.14,138.08,156.17,158.27,216.51,216.51,243.47,247.44,118.86,125.20,142.13,147.01,211.71,211.71,124.86,127.10,145.26,145.26,179.40,181.47
Fam_036,M,Fam_036_M,88.20,105.50,132.06,135.98,158.13,160.11,216.42,216.42,243.33,243.33,116.62,118.76,142.04,142.04,205.83,211.55,114.27,127.02,145.33,145.33,179.26,179.26
Fam_037,F,Fam_037_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_037,C,Fam_037_C,81.67,99.45,124.52,132.19,152.01,160.32,207.06,216.53,243.67,243.67,116.75,123.06,142.05,149.30,207.96,207.96,122.65,124.83,145.21,145.21,181.60,189.76
Fam_037,M,Fam_037_M,99.52,105.70,122.53,132.31,158.25,160.34,207.13,220.35,243.50,247.43,123.09,123.09,142.17,142.17,207.89,207.89,114.45,122.86,145.58,145.58,179.37,181.47
Fam_038,F,Fam_038_F,77.10,92.98,122.71,132.25,158.32,166.57,216.63,216.63,243.69,243.69,116.77,116.77,142.11,173.38,206.11,211.83,114.35,114.35,134.96,145.34,189.83,189.83
Fam_038,C,Fam_038_C,77.06,77.06,122.63,132.18,158.25,160.32,207.08,216.47,243.55,243.55,116.82,123.15,142.04,173.38,205.98,211.77,114.25,114.25,143.10,145.20,181.58,189.76
Fam_038,M,Fam_038_M,77.21,90.78,132.28,132.28,160.56,174.58,207.23,214.79,242.70,243.66,120.98,123.09,142.17,173.48,200.53,211.81,114.27,122.76,143.31,145.59,181.69,183.86
Fam_039,F,Fam_039_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_039,C,Fam_039_C,95.00,99.22,122.57,124.47,156.16,160.21,210.84,216.57,243.51,243.51,118.80,118.80,142.08,162.65,206.12,211.74,114.23,124.78,134.79,147.40,181.51,183.66
Fam_039,M,Fam_039_M,93.36,95.57,125.27,125.27,156.63,158.76,217.03,217.03,243.87,243.87,119.04,119.04,142.68,149.73,206.25,211.93,114.91,125.51,148.51,148.51,183.66,189.82
Fam_040,F,Fam_040_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_040,C,Fam_040_C,81.51,90.71,122.51,124.40,151.94,158.23,214.57,220.31,243.56,247.41,116.67,118.75,141.96,185.69,204.01,211.75,114.19,126.82,142.90,142.90,183.65,189.73
Fam_040,M,Fam_040_M,91.42,95.76,123.24,125.16,158.97,161.02,211.26,214.98,247.74,251.60,116.97,119.09,173.74,186.09,212.01,212.01,114.74,127.42,139.52,143.88,179.78,183.92
Fam_041,F,Fam_041_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_041,C,Fam_041_C,83.88,88.35,124.42,136.09,166.43,166.43,210.79,214.60,243.54,243.54,118.79,125.16,135.13,151.47,200.50,211.79,114.14,122.64,143.27,155.39,179.48,183.77
Fam_041,M,Fam_041_M,88.20,90.46,124.32,133.99,160.00,166.07,214.44,216.33,243.39,243.39,124.96,124.96,151.00,151.00,200.45,200.45,113.85,122.30,145.13,155.15,179.24,179.24
Fam_042,F,Fam_042_F,84.44,99.69,122.88,136.40,160.51,166.72,207.27,211.06,243.93,247.65,119.05,125.21,135.46,162.86,206.30,212.03,114.36,114.36,135.05,143.60,181.83,184.01
Fam_042,C,Fam_042_C,81.72,99.36,122.60,136.11,158.36,166.51,207.06,216.52,243.54,243.54,118.87,118.87,146.96,162.74,206.06,211.74,114.22,114.22,134.83,134.83,183.77,189.90
Fam_042,M,Fam_042_M,81.59,99.44,126.45,136.16,158.21,166.47,216.52,220.33,243.59,254.30,118.91,123.04,146.89,151.39,206.05,211.79,114.18,114.18,134.75,145.22,188.96,189.79
Fam_043,F,Fam_043_F,81.49,92.58,124.53,136.11,151.80,183.99,216.48,220.27,243.55,243.55,116.60,118.74,141.94,149.06,204.23,208.01,114.11,124.71,134.96,145.40,189.54,189.54
Fam_043,C,Fam_043_C,81.60,90.64,122.47,136.14,152.01,184.33,214.67,220.43,243.75,251.55,116.83,118.98,142.13,149.31,208.12,208.12,114.18,124.74,145.25,145.25,183.83,189.93
Fam_043,M,Fam_043_M,90.87,93.08,122.61,132.25,166.65,184.46,214.80,216.70,243.72,251.45,116.83,118.90,142.26,173.45,208.08,208.08,114.33,122.72,145.51,145.51,183.82,190.00
Fam_044,F,Fam_044_F,90.78,99.47,132.30,138.27,156.22,160.51,207.31,216.74,243.81,247.69,123.07,125.19,147.06,149.32,200.67,212.02,114.19,124.78,143.43,145.47,181.71,189.90
Fam_044,C,Fam_044_C,99.57,99.57,124.64,132.22,160.51,184.41,207.18,214.76,247.72,247.72,118.95,125.34,147.18,149.44,200.67,210.16,114.20,124.74,143.44,150.00,190.03,190.03
Fam_044,M,Fam_044_M,99.76,99.76,124.65,134.28,166.72,184.55,212.87,214.74,243.72,247.50,118.93,118.93,149.48,162.91,208.02,209.89,114.39,124.88,145.56,150.13,190.00,190.00
