Fam_ID,Membership,ID,TGLA227_1,TGLA227_2,BM2113_1,BM2113_2,TGLA53_1,TGLA53_2,ETH10_1,ETH10_2,SPS115_1,SPS115_2,TGLA126_1,TGLA126_2,TGLA122_1,TGLA122_2,INRA23_1,INRA23_2,ETH3_1,ETH3_2,ETH225_1,ETH225_2,BM1824_1,BM1824_2
Fam_099,M,Fam_099_M,90.70,90.70,124.75,138.38,158.19,184.22,216.70,216.70,243.71,247.48,116.67,118.83,164.68,173.15,196.66,208.00,114.40,124.99,145.96,145.96,179.29,189.59
Fam_100,F,Fam_100_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_100,C,Fam_100_C,83.89,92.82,132.27,136.25,158.14,160.24,216.61,216.61,243.63,243.63,116.61,118.79,142.14,164.64,211.73,211.73,114.32,125.01,143.63,145.81,179.20,181.35
Fam_100,M,Fam_100_M,83.84,83.84,122.60,136.12,158.17,158.17,216.65,216.65,243.54,243.54,116.56,116.56,135.13,164.61,204.16,211.68,114.29,124.91,143.57,145.77,179.23,183.38
Fam_101,F,Fam_101_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_101,C,Fam_101_C,92.69,92.69,132.10,138.12,166.38,166.38,214.69,216.56,249.31,251.19,116.50,120.76,142.04,185.60,211.66,211.66,122.71,124.92,145.75,147.81,181.33,183.47
Fam_101,M,Fam_101_M,92.69,99.23,132.12,138.12,166.35,174.21,216.67,216.67,247.41,249.40,118.74,120.81,164.64,185.56,204.08,211.66,122.76,124.96,143.70,145.76,181.28,189.58
Fam_102,F,Fam_102_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_102,C,Fam_102_C,92.84,99.22,124.98,132.59,156.32,166.40,216.89,222.56,243.83,251.39,116.59,118.71,142.38,151.67,200.59,206.14,116.84,123.22,149.04,149.04,181.06,189.42
Fam_102,M,Fam_102_M,77.48,99.35,124.94,138.61,156.27,174.31,216.89,222.60,251.40,251.40,118.77,122.92,142.37,151.55,198.56,206.07,116.77,123.17,146.83,149.04,181.16,189.41
Fam_103,F,Fam_103_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_103,C,Fam_103_C,81.94,99.35,126.76,132.72,160.37,166.40,213.14,216.92,243.79,251.48,116.73,118.85,142.52,142.52,208.05,211.84,123.23,127.52,142.66,146.97,183.12,189.42
Fam_103,M,Fam_103_M,97.14,99.35,126.74,126.74,152.43,166.40,211.23,213.13,243.76,243.76,118.71,118.71,142.52,172.90,208.04,208.99,114.73,127.50,142.52,146.97,189.42,189.42
Fam_104,F,Fam_104_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_104,C,Fam_104_C,90.57,92.76,122.72,132.31,160.37,166.36,214.83,214.83,243.57,251.17,116.57,118.78,142.18,164.66,204.20,211.68,114.50,122.97,135.58,146.17,181.21,183.36
Fam_104,M,Fam_104_M,90.61,101.43,122.68,132.34,160.37,166.37,214.81,216.79,243.64,243.64,116.57,120.84,137.48,164.66,204.20,207.93,114.51,114.51,135.60,146.17,183.36,189.54
Fam_105,F,Fam_105_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_105,C,Fam_105_C,90.43,92.75,122.68,132.29,160.25,166.27,214.80,214.80,243.59,251.36,116.63,118.72,142.19,164.55,205.05,212.68,114.42,122.92,135.57,146.04,181.20,183.24
Fam_105,M,Fam_105_M,90.61,101.43,122.68,132.34,160.37,166.37,214.81,216.79,243.64,243.64,116.57,120.84,137.48,164.66,204.20,207.93,114.51,114.51,135.60,146.17,183.36,189.54
Fam_484,F,Fam_484_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_484,C,Fam_484_C,88.24,90.43,122.68,138.36,160.25,182.11,212.87,216.73,243.65,251.26,116.63,118.72,142.19,142.19,207.96,211.70,112.34,125.03,144.11,146.17,179.11,181.15
Fam_484,M,Fam_484_M,90.61,90.61,124.73,138.37,164.27,182.12,212.83,216.68,247.40,251.26,116.63,118.70,142.33,142.33,209.80,211.66,112.37,114.56,146.18,146.18,179.01,189.38
Fam_106,F,Fam_106_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_106,C,Fam_106_C,90.61,92.79,124.61,124.61,158.17,184.15,216.66,216.66,243.59,243.59,116.63,118.70,142.19,142.19,207.92,211.65,114.43,125.10,143.98,146.18,179.01,183.20
Fam_106,M,Fam_106_M,90.61,99.23,124.65,132.34,158.17,160.24,207.24,216.70,243.57,243.57,116.57,116.57,142.19,142.19,196.59,207.94,114.51,125.14,146.18,146.18,179.01,181.16
Fam_485,F,Fam_485_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_485,C,Fam_485_C,94.86,99.23,124.47,124.47,155.95,184.12,216.64,216.64,243.56,247.45,116.57,122.88,141.90,149.18,208.90,211.71,122.64,124.84,143.41,145.61,183.40,189.57
Fam_485,M,Fam_485_M,94.89,99.10,124.46,124.46,151.94,156.01,216.64,216.64,247.42,247.42,116.55,118.61,149.18,162.45,206.91,208.78,114.14,124.83,134.98,145.62,183.35,189.53
Fam_486,F,Fam_486_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_486,C,Fam_486_C,76.76,105.10,122.31,131.90,151.70,159.87,206.91,216.33,243.27,243.27,118.50,118.50,141.80,141.80,207.62,207.62,114.00,114.00,143.48,145.43,178.95,181.02
Fam_486,M,Fam_486_M,76.78,98.83,131.88,131.88,157.61,159.75,206.84,216.34,243.24,245.18,116.44,118.53,141.80,141.80,207.57,207.57,114.12,114.12,143.48,145.57,180.88,180.88
Fam_107,F,Fam_107_F,81.98,91.02,132.56,132.56,160.68,166.86,216.86,216.86,243.93,255.51,118.99,125.40,142.43,147.36,204.26,211.95,112.42,123.03,145.84,145.84,181.79,183.87
Fam_107,C,Fam_107_C,81.06,90.10,122.20,131.78,159.75,165.84,214.54,216.45,243.24,254.76,116.32,124.79,141.66,141.66,200.12,211.44,122.45,124.55,134.81,145.29,178.88,183.14
Fam_107,M,Fam_107_M,87.88,90.07,122.32,131.85,159.87,173.84,214.54,216.34,243.24,243.24,116.38,118.47,141.80,164.39,200.12,211.53,114.04,124.68,134.90,145.42,178.90,189.27
Fam_108,F,Fam_108_F,81.98,91.02,132.56,132.56,160.68,166.86,216.86,216.86,243.93,255.51,118.99,125.40,142.43,147.36,204.26,211.95,112.42,123.03,145.84,145.84,181.79,183.87
Fam_108,C,Fam_108_C,90.14,92.34,131.86,131.86,165.89,165.89,216.38,216.38,243.23,243.23,116.39,124.82,141.80,164.26,203.85,203.85,122.58,124.70,145.42,145.42,183.06,189.27
Fam_108,M,Fam_108_M,87.87,92.37,122.36,131.88,166.00,166.00,216.46,216.46,243.24,254.99,116.44,118.53,162.26,164.38,203.84,211.41,114.12,124.73,134.92,145.42,183.12,189.31
Fam_109,F,Fam_109_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_109,C,Fam_109_C,90.24,92.42,122.10,131.87,155.70,165.85,216.44,216.44,243.29,243.29,116.31,118.52,141.80,172.78,200.12,207.68,111.91,124.71,145.43,147.65,183.08,189.28
Fam_109,M,Fam_109_M,90.24,98.84,122.10,131.87,155.64,159.87,210.69,216.34,243.24,247.11,116.31,118.40,148.89,172.82,201.92,207.69,111.91,113.98,143.19,145.42,181.05,189.31
Fam_110,F,Fam_110_F,92.76,92.76,122.45,132.23,160.20,174.24,214.62,216.56,243.58,243.58,118.76,125.16,141.92,146.86,208.12,211.90,114.12,114.12,143.04,145.29,183.56,189.73
Fam_110,C,Fam_110_C,84.36,91.01,132.89,136.84,158.62,168.63,217.04,219.01,244.07,255.49,116.77,118.87,149.74,173.20,208.35,209.23,125.43,125.43,136.24,155.95,189.61,189.61
Fam_110,M,Fam_110_M,91.06,101.60,132.87,136.83,158.62,160.58,207.61,217.09,243.99,245.98,116.81,118.91,149.74,149.74,204.41,208.27,100.23,125.38,136.23,144.67,179.27,189.69
Fam_111,F,Fam_111_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_111,C,Fam_111_C,82.31,91.09,132.81,134.82,166.86,166.86,215.13,216.99,243.90,251.64,116.82,116.82,142.70,142.70,201.63,211.98,106.54,123.30,146.76,146.76,181.52,189.76
Fam_111,M,Fam_111_M,90.96,93.28,132.93,134.95,160.69,166.75,217.02,217.02,243.91,243.91,116.91,119.00,142.66,142.66,201.64,209.16,106.59,114.84,146.79,146.79,183.58,189.72
Fam_112,F,Fam_112_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_112,C,Fam_112_C,82.18,90.96,132.83,134.84,166.76,166.76,215.13,217.09,244.01,251.64,116.86,116.86,142.65,142.65,201.74,212.09,106.56,123.34,146.79,146.79,181.46,189.72
Fam_112,M,Fam_112_M,90.96,93.28,132.93,134.95,160.69,166.75,217.02,217.02,243.91,243.91,116.91,119.00,142.66,142.66,201.64,209.16,106.59,114.84,146.79,146.79,183.58,189.72
Fam_113,F,Fam_113_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_113,C,Fam_113_C,88.62,99.51,122.89,122.89,152.52,160.57,216.91,220.73,243.89,247.71,118.85,123.13,142.52,142.52,208.18,208.18,123.13,125.22,144.47,146.41,181.46,181.46
Fam_113,M,Fam_113_M,99.63,105.73,122.84,132.62,158.39,160.57,207.53,220.73,243.89,247.71,123.07,123.07,142.52,142.52,208.18,209.17,114.68,123.18,146.41,146.41,179.32,181.46
Fam_114,F,Fam_114_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_114,C,Fam_114_C,93.15,105.75,130.62,132.61,160.58,160.58,215.05,216.91,243.95,243.95,118.88,123.15,142.52,164.84,208.18,212.00,123.15,127.46,144.33,148.59,181.51,183.64
Fam_114,M,Fam_114_M,99.63,105.86,123.11,132.77,156.48,160.69,211.20,215.01,243.85,243.85,123.23,123.23,142.47,164.93,208.16,208.16,123.23,123.23,144.26,148.60,183.63,189.72
Fam_115,F,Fam_115_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_115,C,Fam_115_C,84.13,99.48,132.64,132.64,160.49,160.49,214.95,216.94,243.74,243.74,118.67,118.67,142.38,142.38,208.06,208.06,114.62,123.00,146.69,146.69,181.21,181.21
Fam_115,M,Fam_115_M,84.08,99.35,132.71,134.63,160.37,166.44,207.57,216.91,243.76,243.76,118.71,122.96,142.37,149.59,200.59,208.16,114.60,123.09,146.55,146.55,181.17,181.17
Fam_116,F,Fam_116_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_116,C,Fam_116_C,84.18,88.58,123.09,132.63,160.37,160.37,215.05,216.93,243.76,247.65,116.65,118.75,142.38,147.38,204.23,208.11,114.69,125.21,144.47,146.55,179.02,189.38
Fam_116,M,Fam_116_M,84.18,99.48,132.65,132.65,160.37,160.37,207.50,216.99,247.60,247.60,118.69,125.00,147.25,153.82,204.33,211.95,114.64,125.25,144.47,144.47,181.20,189.50
Fam_117,F,Fam_117_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_117,C,Fam_117_C,90.82,105.54,123.05,134.69,152.30,152.30,216.91,216.91,243.73,247.70,118.72,120.82,142.33,142.33,204.31,208.16,114.55,114.55,139.97,146.59,181.22,189.47
Fam_117,M,Fam_117_M,90.78,90.78,130.72,134.66,152.32,160.49,211.20,216.86,243.77,247.67,118.80,120.92,142.46,142.46,204.24,211.91,114.71,114.71,140.25,144.53,189.41,189.41
Fam_118,F,Fam_118_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_118,C,Fam_118_C,84.14,92.91,125.03,132.61,158.39,184.38,215.02,220.70,243.79,243.79,116.67,118.78,142.37,149.45,208.04,211.83,114.69,123.15,146.55,146.55,181.23,183.29
Fam_118,M,Fam_118_M,84.14,84.14,123.06,125.08,158.37,166.48,216.97,220.66,243.70,243.70,116.66,116.66,149.45,164.62,208.07,211.87,114.67,114.67,144.60,146.54,181.27,183.34
Fam_119,F,Fam_119_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_119,C,Fam_119_C,88.56,88.56,122.97,124.94,152.40,166.42,214.98,216.84,243.72,243.72,116.76,118.82,142.47,151.77,200.58,208.13,114.58,125.18,144.40,146.46,179.15,181.18
Fam_119,M,Fam_119_M,88.69,99.61,124.98,124.98,164.51,166.45,214.98,216.95,243.81,251.49,116.80,125.23,147.30,151.66,200.58,211.84,123.14,125.23,146.36,155.56,179.20,181.35
Fam_120,F,Fam_120_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_120,C,Fam_120_C,99.48,99.48,132.64,132.64,160.49,184.38,214.96,216.82,243.78,247.62,116.80,118.87,142.42,185.57,208.12,211.83,114.75,125.23,144.19,148.52,181.30,181.30
Fam_120,M,Fam_120_M,99.49,99.49,132.63,132.63,160.49,174.38,211.12,216.81,243.76,247.60,116.67,118.86,151.66,185.57,207.99,211.82,123.13,125.21,144.19,148.52,179.16,181.30
Fam_121,F,Fam_121_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_121,C,Fam_121_C,105.59,105.59,123.01,123.01,152.29,166.55,216.90,216.90,243.80,247.51,116.67,118.86,142.42,142.42,206.13,208.10,114.61,125.21,146.36,146.36,179.28,189.58
Fam_121,M,Fam_121_M,81.87,105.67,123.00,124.84,158.31,166.41,216.90,220.61,247.51,247.51,118.74,118.74,142.33,149.59,204.28,206.13,123.00,125.21,146.46,146.46,189.54,189.54
Fam_122,F,Fam_122_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_122,C,Fam_122_C,92.96,99.49,122.88,132.49,158.44,160.36,216.74,216.74,243.70,247.52,118.74,118.74,142.33,162.54,200.46,204.27,118.74,123.00,146.46,148.64,179.18,183.33
Fam_122,M,Fam_122_M,77.41,99.49,122.98,132.54,158.41,166.53,216.91,220.71,243.87,247.67,116.68,118.85,162.67,173.24,200.58,204.37,118.85,125.17,144.32,148.52,179.31,189.66
Fam_123,F,Fam_123_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_123,C,Fam_123_C,81.90,84.07,124.85,132.57,156.44,166.46,215.00,216.86,243.77,251.47,118.83,123.00,142.47,149.59,200.58,204.18,123.13,123.13,146.45,146.45,181.29,183.44
Fam_123,M,Fam_123_M,84.21,90.88,124.90,136.60,156.44,156.44,214.90,216.77,243.73,251.33,116.69,123.05,149.59,153.94,204.19,211.76,114.63,123.05,146.45,148.64,181.23,189.54
Fam_124,F,Fam_124_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_124,C,Fam_124_C,90.58,105.45,122.69,122.69,156.03,160.13,216.56,222.40,243.43,255.04,116.60,118.71,142.08,142.08,207.86,211.55,114.38,124.93,143.89,145.98,179.06,183.32
Fam_124,M,Fam_124_M,90.50,92.71,122.62,132.21,156.08,184.06,216.71,222.44,243.60,255.10,116.52,116.52,142.08,172.91,200.36,211.69,112.20,114.42,145.99,145.99,181.14,183.21
Fam_125,F,Fam_125_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_125,C,Fam_125_C,81.48,88.11,122.64,124.64,151.96,184.00,216.56,216.56,243.43,251.09,116.53,118.64,142.08,149.31,202.14,207.86,114.43,125.02,144.04,145.99,181.08,189.32
Fam_125,M,Fam_125_M,81.48,83.68,122.56,124.68,156.09,184.00,216.54,222.37,243.50,251.15,116.60,125.06,142.08,149.17,202.14,211.66,114.38,122.93,145.99,145.99,179.01,189.33
Fam_126,F,Fam_126_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_126,C,Fam_126_C,83.64,92.58,122.67,132.23,166.18,174.03,210.91,216.61,243.58,251.32,116.46,118.57,142.09,164.45,205.93,211.62,124.92,124.92,135.41,145.99,178.91,183.17
Fam_126,M,Fam_126_M,83.69,99.21,122.69,132.24,155.96,174.11,210.95,216.67,243.50,243.50,116.60,116.60,164.48,185.46,200.36,205.95,124.93,127.07,135.42,143.76,179.01,189.33
Fam_127,F,Fam_127_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_127,C,Fam_127_C,81.44,105.32,122.57,132.18,152.10,166.24,216.63,216.63,243.59,243.59,116.47,118.58,142.13,147.06,207.89,211.72,114.37,124.96,143.83,146.08,178.98,181.07
Fam_127,M,Fam_127_M,77.07,81.61,124.47,132.19,164.13,166.24,216.63,216.63,243.47,247.31,116.49,118.60,142.13,147.06,211.60,211.60,114.38,124.97,143.83,145.94,181.07,183.15
Fam_128,F,Fam_128_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_128,C,Fam_128_C,92.65,92.65,122.61,132.16,158.01,160.24,214.83,222.55,243.76,243.76,118.62,122.98,142.00,147.02,208.05,211.79,114.18,122.61,143.36,143.36,181.34,181.34
Fam_128,M,Fam_128_M,77.00,92.62,122.46,134.00,158.02,158.02,216.66,222.42,243.73,247.51,118.59,118.59,146.85,164.52,203.99,211.73,114.03,122.58,135.00,143.28,181.26,181.26
Fam_129,F,Fam_129_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_129,C,Fam_129_C,92.59,99.10,124.46,132.11,166.25,174.14,214.82,216.70,243.62,243.62,116.55,118.61,142.04,164.54,211.76,211.76,114.14,122.62,135.11,147.81,183.41,183.41
Fam_129,M,Fam_129_M,83.70,99.23,122.55,124.50,174.11,174.11,216.60,216.60,243.65,243.65,118.67,124.99,151.29,164.53,211.77,211.77,114.09,114.09,134.99,145.62,183.35,189.53
Fam_130,F,Fam_130_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_130,C,Fam_130_C,88.01,98.96,122.39,126.27,157.83,159.87,216.46,216.46,243.41,243.41,118.54,118.54,141.80,151.19,205.68,207.74,114.09,114.09,135.02,145.56,181.03,189.23
Fam_130,M,Fam_130_M,81.59,99.44,126.45,136.16,158.21,166.47,215.60,219.41,242.66,254.30,118.91,123.04,146.89,151.39,206.05,211.79,114.18,114.18,134.75,145.22,188.96,189.79
Fam_131,F,Fam_131_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_131,C,Fam_131_C,98.83,105.12,122.18,122.18,151.46,163.78,216.34,222.09,243.09,247.04,116.26,122.67,141.69,162.14,207.55,211.33,113.82,124.42,143.11,143.11,178.89,189.26
Fam_131,M,Fam_131_M,98.71,98.71,122.11,137.71,165.68,173.58,216.27,222.17,243.23,247.06,116.30,122.61,162.02,185.14,211.37,211.37,113.85,126.62,138.74,143.11,189.21,189.21
Fam_132,F,Fam_132_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_132,C,Fam_132_C,78.63,87.59,121.99,131.55,151.21,159.48,216.12,219.94,243.00,243.00,116.18,118.27,141.41,150.81,208.36,208.36,113.73,113.73,142.82,144.93,180.78,182.89
Fam_132,M,Fam_132_M,78.75,104.89,131.68,131.68,159.48,173.56,206.76,220.09,243.03,250.75,116.18,116.18,134.62,150.81,208.49,208.49,113.73,122.24,142.82,144.93,178.71,180.83
Fam_133,F,Fam_133_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_133,C,Fam_133_C,87.66,98.58,122.00,131.69,157.28,159.48,214.37,214.37,242.94,254.52,118.28,124.62,143.67,143.67,208.47,212.28,113.74,113.74,138.48,143.10,178.79,180.90
Fam_133,M,Fam_133_M,83.16,98.58,121.99,131.55,157.28,173.44,214.40,216.26,243.15,254.74,120.37,124.61,143.67,172.56,200.98,212.31,113.73,113.73,138.48,147.19,178.71,180.83
Fam_134,F,Fam_134_F,81.70,92.96,132.36,132.36,160.52,166.62,214.82,216.69,243.79,251.50,116.77,118.91,142.13,142.13,200.69,211.97,122.70,124.87,145.49,147.69,181.64,183.74
Fam_134,C,Fam_134_C,82.06,99.62,122.96,132.68,160.71,166.72,216.93,216.93,243.79,251.56,118.92,118.92,142.60,142.60,209.08,211.88,114.67,123.19,144.20,148.55,181.58,183.65
Fam_134,M,Fam_134_M,88.72,99.75,123.02,123.02,160.71,166.72,216.92,216.92,243.97,243.97,116.87,118.99,142.47,151.87,208.18,209.19,114.76,114.76,144.33,144.33,181.59,189.83
Fam_135,F,Fam_135_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_135,C,Fam_135_C,93.14,99.63,124.98,136.55,184.53,184.53,216.90,220.71,243.90,243.90,116.69,123.07,142.52,149.74,201.57,209.18,114.58,123.07,139.82,146.41,181.43,189.79
Fam_135,M,Fam_135_M,93.27,99.88,125.22,132.85,184.65,184.65,217.00,217.00,243.91,243.91,123.21,123.21,142.75,142.75,200.67,208.22,114.88,123.33,140.08,144.47,181.46,183.51
Fam_136,F,Fam_136_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_136,C,Fam_136_C,88.72,88.72,123.04,132.66,158.59,160.59,216.96,216.96,243.84,243.84,116.76,116.76,142.52,142.52,209.10,212.92,114.64,125.19,144.41,146.41,179.39,189.75
Fam_136,M,Fam_136_M,93.27,99.88,125.22,132.85,184.65,184.65,217.00,217.00,243.91,243.91,123.21,123.21,142.75,142.75,200.67,208.22,114.88,123.33,140.08,144.47,181.46,183.51
Fam_137,F,Fam_137_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_137,C,Fam_137_C,88.71,99.75,123.02,123.02,152.58,160.59,214.98,216.88,243.96,243.96,116.87,118.99,142.61,151.85,209.17,212.86,114.76,114.76,135.84,146.45,181.49,181.49
Fam_137,M,Fam_137_M,99.75,99.75,122.85,132.55,160.59,182.46,216.92,216.92,243.83,255.28,116.82,123.09,151.85,173.22,201.57,212.89,114.71,127.38,135.71,141.98,181.42,189.68
Fam_138,F,Fam_138_F,92.53,98.99,124.48,132.19,160.12,184.03,214.75,216.74,243.56,243.56,118.60,122.76,142.19,142.19,207.96,211.70,114.34,122.88,143.98,146.18,181.04,183.19
Fam_138,C,Fam_138_C,84.35,93.23,132.79,132.79,158.71,184.65,215.11,217.01,243.98,243.98,119.00,119.00,142.61,185.79,200.67,208.28,114.73,123.28,146.58,146.58,179.35,183.61
Fam_138,M,Fam_138_M,84.35,99.62,132.79,136.80,158.69,184.69,215.11,217.01,244.01,244.01,116.86,119.00,173.38,185.83,200.78,208.28,114.73,125.32,146.58,146.58,179.52,181.59
Fam_139,F,Fam_139_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_139,C,Fam_139_C,88.91,106.00,123.33,123.33,152.58,158.70,217.02,217.02,243.96,243.96,116.96,119.08,142.69,142.69,208.23,212.01,114.85,125.46,146.62,146.62,179.45,183.55
Fam_139,M,Fam_139_M,88.91,99.88,123.21,123.21,158.72,166.74,217.00,217.00,244.02,247.81,116.87,116.87,142.75,142.75,200.67,212.00,106.65,125.46,146.72,146.72,179.40,183.51
Fam_140,F,Fam_140_F,99.19,99.19,122.59,132.09,160.10,184.03,214.63,216.52,243.64,243.64,116.59,118.77,141.84,173.03,200.56,208.15,113.94,113.94,145.22,145.22,181.46,181.46
Fam_140,C,Fam_140_C,90.88,99.50,124.82,132.47,158.57,160.59,211.17,214.97,243.82,243.82,116.80,118.92,139.94,142.47,204.36,208.04,114.58,114.58,144.06,146.18,181.48,181.48
