Fam_ID,Offspring_ID,Parent_ID,Parent_Type,Total_Checked,Passed,Failed,Match_%,Failed_Markers,Status
Fam_134,Fam_134_C,Fam_134_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_134,Fam_134_C,Fam_134_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_135,Fam_135_C,Fam_135_F,พ่อ (F),11,9,2,81.8%,"TGLA53, TGLA227",❌ Mismatch (2)
Fam_135,Fam_135_C,Fam_135_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_136,Fam_136_C,Fam_136_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_136,Fam_136_C,Fam_136_M,แม่ (M),11,7,4,63.6%,"TGLA53, BM1824, TGLA126, TGLA227",❌ Mismatch (4)
Fam_137,Fam_137_C,Fam_137_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_137,Fam_137_C,Fam_137_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_138,Fam_138_C,Fam_138_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_138,Fam_138_C,Fam_138_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_139,Fam_139_C,Fam_139_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_139,Fam_139_C,Fam_139_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_140,Fam_140_C,Fam_140_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_140,Fam_140_C,Fam_140_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_141,Fam_141_C,Fam_141_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_141,Fam_141_C,Fam_141_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_142,Fam_142_C,Fam_142_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_142,Fam_142_C,Fam_142_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_143,Fam_143_C,Fam_143_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_143,Fam_143_C,Fam_143_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_144,Fam_144_C,Fam_144_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_144,Fam_144_C,Fam_144_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_145,Fam_145_C,Fam_145_F,พ่อ (F),11,8,3,72.7%,"BM1824, TGLA122, TGLA227",❌ Mismatch (3)
Fam_145,Fam_145_C,Fam_145_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_146,Fam_146_C,Fam_146_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_146,Fam_146_C,Fam_146_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_147,Fam_147_C,Fam_147_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_147,Fam_147_C,Fam_147_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_148,Fam_148_C,Fam_148_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_148,Fam_148_C,Fam_148_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_149,Fam_149_C,Fam_149_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_149,Fam_149_C,Fam_149_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_150,Fam_150_C,Fam_150_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_150,Fam_150_C,Fam_150_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_151,Fam_151_C,Fam_151_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_151,Fam_151_C,Fam_151_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_152,Fam_152_C,Fam_152_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_152,Fam_152_C,Fam_152_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_153,Fam_153_C,Fam_153_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_153,Fam_153_C,Fam_153_M,แม่ (M),11,6,5,54.5%,"TGLA53, TGLA126, TGLA122, BM2113, INRA23",❌ Mismatch (5)
Fam_154,Fam_154_C,Fam_154_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_154,Fam_154_C,Fam_154_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_155,Fam_155_C,Fam_155_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_155,Fam_155_C,Fam_155_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_156,Fam_156_C,Fam_156_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_156,Fam_156_C,Fam_156_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_157,Fam_157_C,Fam_157_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_157,Fam_157_C,Fam_157_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_158,Fam_158_C,Fam_158_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_158,Fam_158_C,Fam_158_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_159,Fam_159_C,Fam_159_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_159,Fam_159_C,Fam_159_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_160,Fam_160_C,Fam_160_F,พ่อ (F),11,10,1,90.9%,TGLA53,❌ Mismatch (1)
Fam_160,Fam_160_C,Fam_160_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_161,Fam_161_C,Fam_161_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_161,Fam_161_C,Fam_161_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_162,Fam_162_C,Fam_162_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_162,Fam_162_C,Fam_162_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_163,Fam_163_C,Fam_163_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_163,Fam_163_C,Fam_163_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_164,Fam_164_C,Fam_164_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_164,Fam_164_C,Fam_164_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_165,Fam_165_C,Fam_165_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_165,Fam_165_C,Fam_165_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_166,Fam_166_C,Fam_166_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_166,Fam_166_C,Fam_166_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_167,Fam_167_C,Fam_167_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_167,Fam_167_C,Fam_167_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_168,Fam_168_C,Fam_168_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_168,Fam_168_C,Fam_168_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_169,Fam_169_C,Fam_169_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_169,Fam_169_C,Fam_169_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_170,Fam_170_C,Fam_170_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_170,Fam_170_C,Fam_170_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_171,Fam_171_C,Fam_171_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_171,Fam_171_C,Fam_171_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_172,Fam_172_C,Fam_172_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_172,Fam_172_C,Fam_172_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_173,Fam_173_C,Fam_173_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_173,Fam_173_C,Fam_173_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_174,Fam_174_C,Fam_174_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_174,Fam_174_C,Fam_174_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_175,Fam_175_C,Fam_175_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_175,Fam_175_C,Fam_175_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_176,Fam_176_C,Fam_176_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_176,Fam_176_C,Fam_176_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_177,Fam_177_C,Fam_177_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_177,Fam_177_C,Fam_177_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_178,Fam_178_C,Fam_178_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_178,Fam_178_C,Fam_178_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_179,Fam_179_C,Fam_179_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_179,Fam_179_C,Fam_179_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_180,Fam_180_C,Fam_180_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_180,Fam_180_C,Fam_180_M,แม่ (M),11,8,3,72.7%,"TGLA53, ETH3, TGLA227",❌ Mismatch (3)
Fam_181,Fam_181_C,Fam_181_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_181,Fam_181_C,Fam_181_M,แม่ (M),11,8,3,72.7%,"TGLA53, ETH3, TGLA227",❌ Mismatch (3)
Fam_182,Fam_182_C,Fam_182_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_182,Fam_182_C,Fam_182_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_183,Fam_183_C,Fam_183_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_183,Fam_183_C,Fam_183_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_184,Fam_184_C,Fam_184_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_184,Fam_184_C,Fam_184_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_185,Fam_185_C,Fam_185_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_185,Fam_185_C,Fam_185_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_186,Fam_186_C,Fam_186_F,พ่อ (F),11,9,2,81.8%,"ETH3, TGLA122",❌ Mismatch (2)
Fam_186,Fam_186_C,Fam_186_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_187,Fam_187_C,Fam_187_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_187,Fam_187_C,Fam_187_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_188,Fam_188_C,Fam_188_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_188,Fam_188_C,Fam_188_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_189,Fam_189_C,Fam_189_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_189,Fam_189_C,Fam_189_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_190,Fam_190_C,Fam_190_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_190,Fam_190_C,Fam_190_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_191,Fam_191_C,Fam_191_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_191,Fam_191_C,Fam_191_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_192,Fam_192_C,Fam_192_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_192,Fam_192_C,Fam_192_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_193,Fam_193_C,Fam_193_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_193,Fam_193_C,Fam_193_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_194,Fam_194_C,Fam_194_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_194,Fam_194_C,Fam_194_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_195,Fam_195_C,Fam_195_F,พ่อ (F),11,9,2,81.8%,"ETH3, INRA23",❌ Mismatch (2)
Fam_195,Fam_195_C,Fam_195_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_196,Fam_196_C,Fam_196_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_196,Fam_196_C,Fam_196_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_197,Fam_197_C,Fam_197_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_197,Fam_197_C,Fam_197_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_198,Fam_198_C,Fam_198_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_198,Fam_198_C,Fam_198_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_199,Fam_199_C,Fam_199_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_199,Fam_199_C,Fam_199_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_200,Fam_200_C,Fam_200_F,พ่อ (F),11,9,2,81.8%,"ETH3, INRA23",❌ Mismatch (2)
Fam_200,Fam_200_C,Fam_200_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_201,Fam_201_C,Fam_201_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_201,Fam_201_C,Fam_201_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_202,Fam_202_C,Fam_202_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_202,Fam_202_C,Fam_202_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_203,Fam_203_C,Fam_203_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_203,Fam_203_C,Fam_203_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_204,Fam_204_C,Fam_204_F,พ่อ (F),11,10,1,90.9%,ETH225,❌ Mismatch (1)
Fam_204,Fam_204_C,Fam_204_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_205,Fam_205_C,Fam_205_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_205,Fam_205_C,Fam_205_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_206,Fam_206_C,Fam_206_F,พ่อ (F),11,8,3,72.7%,"TGLA53, ETH225, TGLA122",❌ Mismatch (3)
Fam_206,Fam_206_C,Fam_206_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_207,Fam_207_C,Fam_207_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_207,Fam_207_C,Fam_207_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_208,Fam_208_C,Fam_208_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_208,Fam_208_C,Fam_208_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_209,Fam_209_C,Fam_209_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_209,Fam_209_C,Fam_209_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_210,Fam_210_C,Fam_210_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_210,Fam_210_C,Fam_210_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_211,Fam_211_C,Fam_211_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_211,Fam_211_C,Fam_211_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_212,Fam_212_C,Fam_212_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_212,Fam_212_C,Fam_212_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_213,Fam_213_C,Fam_213_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_213,Fam_213_C,Fam_213_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_214,Fam_214_C,Fam_214_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_214,Fam_214_C,Fam_214_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_215,Fam_215_C,Fam_215_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_215,Fam_215_C,Fam_215_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_216,Fam_216_C,Fam_216_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_216,Fam_216_C,Fam_216_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_217,Fam_217_C,Fam_217_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_217,Fam_217_C,Fam_217_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_218,Fam_218_C,Fam_218_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_218,Fam_218_C,Fam_218_M,แม่ (M),11,5,6,45.5%,"TGLA53, BM1824, SPS115, TGLA122, BM2113, TGLA227",❌ Mismatch (6)
Fam_219,Fam_219_C,Fam_219_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_219,Fam_219_C,Fam_219_M,แม่ (M),11,6,5,54.5%,"ETH3, ETH225, TGLA122, BM2113, TGLA227",❌ Mismatch (5)
Fam_220,Fam_220_C,Fam_220_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_220,Fam_220_C,Fam_220_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_221,Fam_221_C,Fam_221_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_221,Fam_221_C,Fam_221_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_222,Fam_222_C,Fam_222_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_222,Fam_222_C,Fam_222_M,แม่ (M),11,9,2,81.8%,"TGLA53, SPS115",❌ Mismatch (2)
Fam_223,Fam_223_C,Fam_223_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_223,Fam_223_C,Fam_223_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_224,Fam_224_C,Fam_224_F,พ่อ (F),11,7,4,63.6%,"TGLA53, SPS115, ETH10, TGLA227",❌ Mismatch (4)
Fam_224,Fam_224_C,Fam_224_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_225,Fam_225_C,Fam_225_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_225,Fam_225_C,Fam_225_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_226,Fam_226_C,Fam_226_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_226,Fam_226_C,Fam_226_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_227,Fam_227_C,Fam_227_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_227,Fam_227_C,Fam_227_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_228,Fam_228_C,Fam_228_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_228,Fam_228_C,Fam_228_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_229,Fam_229_C,Fam_229_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_229,Fam_229_C,Fam_229_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_230,Fam_230_C,Fam_230_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_230,Fam_230_C,Fam_230_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_231,Fam_231_C,Fam_231_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_231,Fam_231_C,Fam_231_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_232,Fam_232_C,Fam_232_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_232,Fam_232_C,Fam_232_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_233,Fam_233_C,Fam_233_F,พ่อ (F),11,9,2,81.8%,"TGLA53, ETH10",❌ Mismatch (2)
Fam_233,Fam_233_C,Fam_233_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_234,Fam_234_C,Fam_234_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_234,Fam_234_C,Fam_234_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_235,Fam_235_C,Fam_235_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_235,Fam_235_C,Fam_235_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_236,Fam_236_C,Fam_236_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_236,Fam_236_C,Fam_236_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_237,Fam_237_C,Fam_237_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_237,Fam_237_C,Fam_237_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_238,Fam_238_C,Fam_238_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_238,Fam_238_C,Fam_238_M,แม่ (M),11,10,1,90.9%,BM1824,❌ Mismatch (1)
Fam_239,Fam_239_C,Fam_239_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_239,Fam_239_C,Fam_239_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_240,Fam_240_C,Fam_240_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_240,Fam_240_C,Fam_240_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_241,Fam_241_C,Fam_241_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_241,Fam_241_C,Fam_241_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_242,Fam_242_C,Fam_242_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_242,Fam_242_C,Fam_242_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_243,Fam_243_C,Fam_243_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_243,Fam_243_C,Fam_243_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_244,Fam_244_C,Fam_244_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_244,Fam_244_C,Fam_244_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_245,Fam_245_C,Fam_245_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_245,Fam_245_C,Fam_245_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_246,Fam_246_C,Fam_246_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_246,Fam_246_C,Fam_246_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_247,Fam_247_C,Fam_247_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_247,Fam_247_C,Fam_247_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_248,Fam_248_C,Fam_248_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_248,Fam_248_C,Fam_248_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_249,Fam_249_C,Fam_249_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_249,Fam_249_C,Fam_249_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_250,Fam_250_C,Fam_250_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_250,Fam_250_C,Fam_250_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_251,Fam_251_C,Fam_251_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_251,Fam_251_C,Fam_251_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_252,Fam_252_C,Fam_252_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_252,Fam_252_C,Fam_252_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_253,Fam_253_C,Fam_253_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_253,Fam_253_C,Fam_253_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_254,Fam_254_C,Fam_254_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_254,Fam_254_C,Fam_254_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_255,Fam_255_C,Fam_255_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_255,Fam_255_C,Fam_255_M,แม่ (M),11,10,1,90.9%,SPS115,❌ Mismatch (1)
Fam_256,Fam_256_C,Fam_256_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_256,Fam_256_C,Fam_256_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_257,Fam_257_C,Fam_257_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_257,Fam_257_C,Fam_257_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_258,Fam_258_C,Fam_258_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_258,Fam_258_C,Fam_258_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_259,Fam_259_C,Fam_259_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_259,Fam_259_C,Fam_259_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_260,Fam_260_C,Fam_260_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_260,Fam_260_C,Fam_260_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_261,Fam_261_C,Fam_261_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_261,Fam_261_C,Fam_261_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_262,Fam_262_C,Fam_262_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_262,Fam_262_C,Fam_262_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_263,Fam_263_C,Fam_263_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_263,Fam_263_C,Fam_263_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_264,Fam_264_C,Fam_264_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_264,Fam_264_C,Fam_264_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_265,Fam_265_C,Fam_265_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_265,Fam_265_C,Fam_265_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_266,Fam_266_C,Fam_266_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_266,Fam_266_C,Fam_266_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_267,Fam_267_C,Fam_267_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_267,Fam_267_C,Fam_267_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_268,Fam_268_C,Fam_268_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_268,Fam_268_C,Fam_268_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_269,Fam_269_C,Fam_269_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
Fam_269,Fam_269_C,Fam_269_M,แม่ (M),11,11,0,100.0%,-,✅ Pass
Fam_270,Fam_270_C,Fam_270_F,พ่อ (F),11,11,0,100.0%,-,✅ Pass
